Platform,Date,Country,Spenders,Conversions (1st spends),IAP revenue,Ad views,Sessions,Downloads,DAU,ARPDAU ,ARPPU,Daily Conversion Rate,1st Spends Conversion Rate
iOS,17/08/2022,VE,0,0,0,647,858,30,199,0.00,0.00,0.00%,0.00%
iOS,17/08/2022,UA,2,2,18,12576,12980,1314,3212,0.01,9.00,0.06%,100.00%
Android,17/08/2022,ES,11,5,95,47467,44728,2452,13723,0.01,8.64,0.08%,45.45%
Android,17/08/2022,US,341,222,5154,235196,219200,13194,69794,0.07,15.11,0.49%,65.10%
iOS,17/08/2022,DZ,0,0,0,547,1194,47,229,0.00,0.00,0.00%,0.00%
Android,17/08/2022,UA,1,0,6,20810,30102,2234,8500,0.00,6.00,0.01%,0.00%
iOS,17/08/2022,FR,32,17,656,28562,30347,692,7608,0.09,20.50,0.42%,53.13%
Android,17/08/2022,DK,6,4,162,1526,1696,77,568,0.29,27.00,1.06%,66.67%
Android,17/08/2022,BG,1,1,6,4963,5383,305,1597,0.00,6.00,0.06%,100.00%
iOS,17/08/2022,KZ,1,1,2,4498,6320,641,1562,0.00,2.00,0.06%,100.00%
iOS,17/08/2022,MA,1,0,2,853,1963,0,347,0.01,2.00,0.29%,0.00%
iOS,17/08/2022,SE,8,3,60,7261,7650,206,2324,0.03,7.50,0.34%,37.50%
Android,17/08/2022,BR,56,34,1345,114407,149368,11677,46034,0.03,24.02,0.12%,60.71%
iOS,17/08/2022,TW,68,46,864,41591,23820,1392,5765,0.15,12.71,1.18%,67.65%
iOS,17/08/2022,AR,1,1,180,2700,2647,121,656,0.27,180.00,0.15%,100.00%
Android,17/08/2022,IL,2,1,12,5150,5171,372,1873,0.01,6.00,0.11%,50.00%
Android,17/08/2022,NP,0,0,0,462,1369,168,396,0.00,0.00,0.00%,0.00%
Android,17/08/2022,ZA,4,2,26,4350,6804,310,1673,0.02,6.50,0.24%,50.00%
Android,17/08/2022,DO,0,0,0,1834,4538,346,1264,0.00,0.00,0.00%,0.00%
Android,17/08/2022,KE,0,0,0,127,637,42,164,0.00,0.00,0.00%,0.00%
iOS,17/08/2022,SY,0,0,0,1,472,0,109,0.00,0.00,0.00%,0.00%
Android,17/08/2022,NI,0,0,0,511,1560,91,314,0.00,0.00,0.00%,0.00%
Android,17/08/2022,CL,9,9,89,15563,21403,1529,6667,0.01,9.89,0.13%,100.00%
iOS,17/08/2022,KR,55,41,1837,44293,27577,1507,7146,0.26,33.40,0.77%,74.55%
Android,17/08/2022,RO,5,3,25,14761,19790,1242,6428,0.00,5.00,0.08%,60.00%
Android,17/08/2022,GR,4,3,48,9671,10415,490,2568,0.02,12.00,0.16%,75.00%
Android,17/08/2022,BY,0,0,0,5887,6824,512,1862,0.00,0.00,0.00%,0.00%
Android,17/08/2022,PK,0,0,0,1132,5069,299,1282,0.00,0.00,0.00%,0.00%
Android,17/08/2022,AZ,0,0,0,769,1601,84,437,0.00,0.00,0.00%,0.00%
Android,17/08/2022,SI,0,0,0,1657,1764,82,548,0.00,0.00,0.00%,0.00%
iOS,17/08/2022,AL,0,0,0,1030,1645,187,356,0.00,0.00,0.00%,0.00%
iOS,17/08/2022,TH,23,18,186,22801,18121,845,4762,0.04,8.09,0.48%,78.26%
Android,17/08/2022,VE,1,0,300,1180,3360,166,784,0.38,300.00,0.13%,0.00%
iOS,17/08/2022,RE,0,0,0,192,241,0,76,0.00,0.00,0.00%,0.00%
iOS,17/08/2022,HK,16,13,93,11407,8418,360,2119,0.04,5.81,0.76%,81.25%
iOS,17/08/2022,IN,2,2,8,2915,4432,122,1150,0.01,4.00,0.17%,100.00%
iOS,17/08/2022,BH,0,0,0,509,742,42,212,0.00,0.00,0.00%,0.00%
Android,17/08/2022,DZ,0,0,0,1850,5312,313,1144,0.00,0.00,0.00%,0.00%
iOS,17/08/2022,LU,0,0,0,161,193,4,61,0.00,0.00,0.00%,0.00%
Android,17/08/2022,KG,0,0,0,560,1378,113,346,0.00,0.00,0.00%,0.00%
iOS,17/08/2022,MY,5,3,68,7026,6371,233,1739,0.04,13.60,0.29%,60.00%
Android,17/08/2022,LA,0,0,0,376,971,107,244,0.00,0.00,0.00%,0.00%
Android,17/08/2022,KH,0,0,0,421,1258,180,361,0.00,0.00,0.00%,0.00%
Android,17/08/2022,GD,0,0,0,1,10,0,4,0.00,0.00,0.00%,0.00%
Android,17/08/2022,MQ,0,0,0,62,100,4,32,0.00,0.00,0.00%,0.00%
iOS,17/08/2022,GT,0,0,0,306,572,23,136,0.00,0.00,0.00%,0.00%
Android,17/08/2022,SE,5,2,78,5182,5402,256,1690,0.05,15.60,0.30%,40.00%
iOS,17/08/2022,NZ,6,3,44,3775,4343,346,1274,0.03,7.33,0.47%,50.00%
iOS,17/08/2022,BD,0,0,0,428,598,0,169,0.00,0.00,0.00%,0.00%
Android,17/08/2022,BE,6,2,86,9325,7589,520,2417,0.04,14.33,0.25%,33.33%
Android,17/08/2022,NA,0,0,0,66,263,4,46,0.00,0.00,0.00%,0.00%
Android,17/08/2022,GP,0,0,0,47,136,14,32,0.00,0.00,0.00%,0.00%
iOS,17/08/2022,MT,0,0,0,184,268,2,78,0.00,0.00,0.00%,0.00%
iOS,17/08/2022,YE,0,0,0,38,82,8,14,0.00,0.00,0.00%,0.00%
iOS,17/08/2022,GU,1,1,240,281,389,0,95,2.53,240.00,1.05%,100.00%
Android,17/08/2022,MU,0,0,0,650,1289,104,390,0.00,0.00,0.00%,0.00%
Android,17/08/2022,MN,0,0,0,44,58,6,24,0.00,0.00,0.00%,0.00%
Android,17/08/2022,GE,0,0,0,210,498,11,122,0.00,0.00,0.00%,0.00%
iOS,17/08/2022,NO,3,2,71,3821,4140,101,1115,0.06,23.67,0.27%,66.67%
Android,17/08/2022,PT,1,1,6,7328,8622,559,2606,0.00,6.00,0.04%,100.00%
Android,17/08/2022,CY,1,0,2,905,1194,67,330,0.01,2.00,0.30%,0.00%
Android,17/08/2022,AT,9,5,94,5716,4925,326,1601,0.06,10.44,0.56%,55.56%
Android,17/08/2022,LV,1,1,6,1258,1375,108,493,0.01,6.00,0.20%,100.00%
iOS,17/08/2022,HR,3,2,14,1462,1986,25,419,0.03,4.67,0.72%,66.67%
Android,17/08/2022,UY,0,0,0,1406,2486,266,784,0.00,0.00,0.00%,0.00%
iOS,17/08/2022,LT,0,0,0,502,600,10,152,0.00,0.00,0.00%,0.00%
iOS,17/08/2022,IS,0,0,0,418,335,44,96,0.00,0.00,0.00%,0.00%
iOS,17/08/2022,HU,2,1,74,2260,2356,66,582,0.13,37.00,0.34%,50.00%
iOS,17/08/2022,BW,0,0,0,31,46,1,8,0.00,0.00,0.00%,0.00%
iOS,17/08/2022,KG,0,0,0,272,619,55,148,0.00,0.00,0.00%,0.00%
Android,17/08/2022,OM,0,0,0,257,301,71,112,0.00,0.00,0.00%,0.00%
Android,17/08/2022,MK,1,0,12,520,1025,71,290,0.04,12.00,0.34%,0.00%
iOS,17/08/2022,SX,1,1,24,20,38,0,12,2.00,24.00,8.33%,100.00%
iOS,17/08/2022,BM,1,1,12,47,84,4,25,0.48,12.00,4.00%,100.00%
iOS,17/08/2022,AM,0,0,0,1110,1220,166,352,0.00,0.00,0.00%,0.00%
Android,17/08/2022,GT,0,0,0,960,2780,179,685,0.00,0.00,0.00%,0.00%
iOS,17/08/2022,LV,0,0,0,252,378,13,118,0.00,0.00,0.00%,0.00%
iOS,17/08/2022,DK,2,1,18,2435,2905,59,892,0.02,9.00,0.22%,50.00%
iOS,17/08/2022,TZ,0,0,0,74,119,4,19,0.00,0.00,0.00%,0.00%
iOS,17/08/2022,NP,0,0,0,184,415,29,100,0.00,0.00,0.00%,0.00%
iOS,17/08/2022,BG,1,1,30,1068,1452,24,359,0.08,30.00,0.28%,100.00%
iOS,17/08/2022,EC,1,1,2,1378,1828,67,403,0.00,2.00,0.25%,100.00%
iOS,17/08/2022,BO,0,0,0,175,163,5,47,0.00,0.00,0.00%,0.00%
iOS,17/08/2022,GR,6,3,282,2435,3352,18,762,0.37,47.00,0.79%,50.00%
iOS,17/08/2022,PS,0,0,0,216,341,0,110,0.00,0.00,0.00%,0.00%
Android,17/08/2022,HN,0,0,0,569,1696,148,528,0.00,0.00,0.00%,0.00%
Android,17/08/2022,CM,0,0,0,4,32,2,10,0.00,0.00,0.00%,0.00%
iOS,17/08/2022,SI,0,0,0,349,389,13,120,0.00,0.00,0.00%,0.00%
iOS,17/08/2022,IE,3,0,20,2504,2755,67,695,0.03,6.67,0.43%,0.00%
Android,17/08/2022,MT,0,0,0,780,764,32,198,0.00,0.00,0.00%,0.00%
iOS,17/08/2022,CN,913,717,14350,751921,479872,41202,141232,0.10,15.72,0.65%,78.53%
Android,17/08/2022,TR,23,18,1306,20744,32338,2188,8692,0.15,56.78,0.26%,78.26%
Android,17/08/2022,CR,1,0,6,3678,5063,368,1517,0.00,6.00,0.07%,0.00%
iOS,17/08/2022,PH,1,0,6,6191,9197,253,1919,0.00,6.00,0.05%,0.00%
Android,17/08/2022,CW,0,0,0,16,50,0,18,0.00,0.00,0.00%,0.00%
iOS,17/08/2022,LK,0,0,0,192,431,7,70,0.00,0.00,0.00%,0.00%
Android,17/08/2022,VG,0,0,0,0,4,0,5,0.00,0.00,0.00%,0.00%
Android,17/08/2022,JM,1,1,6,412,1067,115,294,0.02,6.00,0.34%,100.00%
Android,17/08/2022,AD,0,0,0,31,34,1,13,0.00,0.00,0.00%,0.00%
iOS,17/08/2022,IR,1,1,6,106,4469,0,1106,0.01,6.00,0.09%,100.00%
Android,17/08/2022,BH,1,1,12,210,344,31,110,0.11,12.00,0.91%,100.00%
iOS,17/08/2022,ZM,0,0,0,14,60,0,7,0.00,0.00,0.00%,0.00%
iOS,17/08/2022,SR,0,0,0,22,54,5,13,0.00,0.00,0.00%,0.00%
Android,17/08/2022,CI,0,0,0,174,241,20,58,0.00,0.00,0.00%,0.00%
iOS,17/08/2022,PF,0,0,0,229,308,0,85,0.00,0.00,0.00%,0.00%
Android,17/08/2022,FJ,0,0,0,42,221,16,44,0.00,0.00,0.00%,0.00%
iOS,17/08/2022,MM,1,1,2,414,779,0,138,0.01,2.00,0.72%,100.00%
Android,17/08/2022,LU,1,1,60,67,125,16,53,1.13,60.00,1.89%,100.00%
iOS,17/08/2022,PR,2,1,14,1079,1560,0,475,0.03,7.00,0.42%,50.00%
Android,17/08/2022,PS,0,0,0,6,79,1,22,0.00,0.00,0.00%,0.00%
iOS,17/08/2022,BA,0,0,0,274,451,0,92,0.00,0.00,0.00%,0.00%
iOS,17/08/2022,ME,0,0,0,306,437,0,94,0.00,0.00,0.00%,0.00%
Android,17/08/2022,EE,0,0,0,821,934,66,312,0.00,0.00,0.00%,0.00%
Android,17/08/2022,GY,0,0,0,18,151,4,29,0.00,0.00,0.00%,0.00%
Android,17/08/2022,LB,0,0,0,1108,2036,172,554,0.00,0.00,0.00%,0.00%
Android,17/08/2022,AL,0,0,0,623,1488,83,392,0.00,0.00,0.00%,0.00%
Android,17/08/2022,ML,0,0,0,2,22,4,8,0.00,0.00,0.00%,0.00%
iOS,17/08/2022,GH,0,0,0,85,128,17,24,0.00,0.00,0.00%,0.00%
iOS,17/08/2022,PE,1,1,2,881,998,37,266,0.01,2.00,0.38%,100.00%
Android,17/08/2022,TN,0,0,0,686,2470,178,604,0.00,0.00,0.00%,0.00%
iOS,17/08/2022,GB,49,24,804,34224,48764,1309,13327,0.06,16.41,0.37%,48.98%
Android,17/08/2022,EC,0,0,0,6378,11646,810,3120,0.00,0.00,0.00%,0.00%
iOS,17/08/2022,CA,63,41,998,39282,47531,3104,12859,0.08,15.84,0.49%,65.08%
Android,17/08/2022,FR,59,41,987,53684,46758,2214,13241,0.07,16.73,0.45%,69.49%
iOS,17/08/2022,DE,27,16,500,20688,23374,404,5914,0.08,18.52,0.46%,59.26%
iOS,17/08/2022,LY,0,0,0,156,605,0,70,0.00,0.00,0.00%,0.00%
iOS,17/08/2022,GL,0,0,0,37,47,0,12,0.00,0.00,0.00%,0.00%
Android,17/08/2022,TJ,0,0,0,8,118,13,23,0.00,0.00,0.00%,0.00%
iOS,17/08/2022,VC,0,0,0,18,25,0,11,0.00,0.00,0.00%,0.00%
Android,17/08/2022,CO,0,0,0,13932,22770,1643,6569,0.00,0.00,0.00%,0.00%
iOS,17/08/2022,BB,0,0,0,98,134,7,38,0.00,0.00,0.00%,0.00%
Android,17/08/2022,RU,48,31,908,115310,96020,7523,26706,0.03,18.92,0.18%,64.58%
iOS,17/08/2022,NL,6,4,65,5696,6841,187,1931,0.03,10.83,0.31%,66.67%
Android,17/08/2022,TH,9,9,48,41340,34872,2957,11614,0.00,5.33,0.08%,100.00%
Android,17/08/2022,JP,30,18,457,46494,24259,635,7828,0.06,15.23,0.38%,60.00%
Android,17/08/2022,VN,3,2,11,28188,33422,3574,13182,0.00,3.67,0.02%,66.67%
Android,17/08/2022,CH,9,3,282,2964,2989,145,989,0.29,31.33,0.91%,33.33%
iOS,17/08/2022,IM,1,1,8,22,38,0,16,0.50,8.00,6.25%,100.00%
Android,17/08/2022,TZ,0,0,0,25,95,2,13,0.00,0.00,0.00%,0.00%
iOS,17/08/2022,GI,0,0,0,48,68,0,20,0.00,0.00,0.00%,0.00%
Android,17/08/2022,IN,5,4,60,19991,31553,1951,9307,0.01,12.00,0.05%,80.00%
Android,17/08/2022,NO,5,2,42,3275,2881,134,895,0.05,8.40,0.56%,40.00%
iOS,17/08/2022,LB,3,0,42,1446,2908,77,589,0.07,14.00,0.51%,0.00%
iOS,17/08/2022,ZA,7,4,360,3133,4615,328,1099,0.33,51.43,0.64%,57.14%
iOS,17/08/2022,HN,0,0,0,301,392,12,96,0.00,0.00,0.00%,0.00%
iOS,17/08/2022,AG,1,0,24,74,77,11,26,0.92,24.00,3.85%,0.00%
Android,17/08/2022,PH,0,0,0,14122,27479,2070,6444,0.00,0.00,0.00%,0.00%
Android,17/08/2022,SG,0,0,0,3130,2792,198,929,0.00,0.00,0.00%,0.00%
iOS,17/08/2022,VN,4,2,140,12108,13074,410,3816,0.04,35.00,0.10%,50.00%
Android,17/08/2022,AU,27,19,455,9090,9988,618,3268,0.14,16.85,0.83%,70.37%
iOS,17/08/2022,CG,0,0,0,0,2,6,1,0.00,0.00,0.00%,0.00%
Android,17/08/2022,GB,39,30,733,33199,34643,2258,10668,0.07,18.79,0.37%,76.92%
iOS,17/08/2022,CH,6,2,66,4668,4327,103,1232,0.05,11.00,0.49%,33.33%
Android,17/08/2022,CN,0,0,0,178,1668,30,2147,0.00,0.00,0.00%,0.00%
Android,17/08/2022,CA,32,19,420,21218,20464,1284,6101,0.07,13.13,0.52%,59.38%
iOS,17/08/2022,NG,0,0,0,238,496,28,84,0.00,0.00,0.00%,0.00%
iOS,17/08/2022,VI,0,0,0,56,107,0,23,0.00,0.00,0.00%,0.00%
iOS,17/08/2022,MX,20,13,425,19468,22504,1010,5887,0.07,21.25,0.34%,65.00%
iOS,17/08/2022,BR,11,7,185,17452,16753,668,4397,0.04,16.82,0.25%,63.64%
Android,17/08/2022,SN,0,0,0,97,215,16,54,0.00,0.00,0.00%,0.00%
Android,17/08/2022,MM,0,0,0,85,226,8,48,0.00,0.00,0.00%,0.00%
Android,17/08/2022,TT,0,0,0,701,1675,92,506,0.00,0.00,0.00%,0.00%
Android,17/08/2022,TW,4,3,109,14098,7663,391,2645,0.04,27.25,0.15%,75.00%
Android,17/08/2022,PE,1,1,6,6998,11845,571,3138,0.00,6.00,0.03%,100.00%
Android,17/08/2022,AE,1,1,24,1734,2304,176,748,0.03,24.00,0.13%,100.00%
iOS,17/08/2022,CV,0,0,0,29,71,6,13,0.00,0.00,0.00%,0.00%
Android,17/08/2022,MX,39,27,521,54035,93940,7004,26221,0.02,13.36,0.15%,69.23%
Android,17/08/2022,AM,0,0,0,811,1165,96,337,0.00,0.00,0.00%,0.00%
Android,17/08/2022,PL,4,2,80,23574,21782,1414,6746,0.01,20.00,0.06%,50.00%
Android,17/08/2022,PR,4,1,30,1267,1631,59,577,0.05,7.50,0.69%,25.00%
iOS,17/08/2022,GN,0,0,0,38,30,0,2,0.00,0.00,0.00%,0.00%
iOS,17/08/2022,TJ,0,0,0,58,68,13,19,0.00,0.00,0.00%,0.00%
Android,17/08/2022,EG,0,0,0,3668,9316,996,2286,0.00,0.00,0.00%,0.00%
Android,17/08/2022,LT,0,0,0,2789,2584,212,904,0.00,0.00,0.00%,0.00%
iOS,17/08/2022,GF,0,0,0,17,38,0,17,0.00,0.00,0.00%,0.00%
Android,17/08/2022,SM,0,0,0,19,8,0,4,0.00,0.00,0.00%,0.00%
iOS,17/08/2022,MV,0,0,0,85,209,0,59,0.00,0.00,0.00%,0.00%
Android,17/08/2022,AG,0,0,0,22,138,8,32,0.00,0.00,0.00%,0.00%
iOS,17/08/2022,AT,7,6,72,3506,2994,70,758,0.09,10.29,0.92%,85.71%
iOS,17/08/2022,BE,5,3,44,3380,4225,124,1159,0.04,8.80,0.43%,60.00%
iOS,17/08/2022,RS,0,0,0,965,1488,0,380,0.00,0.00,0.00%,0.00%
iOS,17/08/2022,IT,26,14,472,19801,24248,463,6292,0.08,18.15,0.41%,53.85%
iOS,17/08/2022,SO,0,0,0,12,35,0,11,0.00,0.00,0.00%,0.00%
iOS,17/08/2022,ES,6,3,161,14610,14609,359,3964,0.04,26.83,0.15%,50.00%
iOS,17/08/2022,IL,3,3,96,3662,4439,425,1234,0.08,32.00,0.24%,100.00%
iOS,17/08/2022,JO,0,0,0,662,1211,42,335,0.00,0.00,0.00%,0.00%
Android,17/08/2022,BN,0,0,0,82,90,5,30,0.00,0.00,0.00%,0.00%
iOS,17/08/2022,AE,4,2,236,3431,4792,348,1540,0.15,59.00,0.26%,50.00%
iOS,17/08/2022,LS,0,0,0,0,30,0,2,0.00,0.00,0.00%,0.00%
Android,17/08/2022,HU,7,4,83,9636,9851,671,3152,0.03,11.86,0.22%,57.14%
Android,17/08/2022,BD,0,0,0,1564,4864,388,1190,0.00,0.00,0.00%,0.00%
Android,17/08/2022,LR,0,0,0,0,7,1,1,0.00,0.00,0.00%,0.00%
iOS,17/08/2022,LI,0,0,0,12,18,0,7,0.00,0.00,0.00%,0.00%
iOS,17/08/2022,EE,0,0,0,258,272,8,85,0.00,0.00,0.00%,0.00%
iOS,17/08/2022,CI,0,0,0,25,41,0,17,0.00,0.00,0.00%,0.00%
Android,17/08/2022,CD,0,0,0,2,18,0,2,0.00,0.00,0.00%,0.00%
iOS,17/08/2022,AD,0,0,0,31,23,0,7,0.00,0.00,0.00%,0.00%
Android,17/08/2022,KY,0,0,0,2,13,0,6,0.00,0.00,0.00%,0.00%
Android,17/08/2022,TG,0,0,0,6,30,2,5,0.00,0.00,0.00%,0.00%
iOS,17/08/2022,GE,1,1,12,880,1501,0,298,0.04,12.00,0.34%,100.00%
Android,17/08/2022,BA,0,0,0,866,1733,110,554,0.00,0.00,0.00%,0.00%
iOS,17/08/2022,UZ,0,0,0,404,1044,73,188,0.00,0.00,0.00%,0.00%
Android,17/08/2022,CV,0,0,0,29,34,1,14,0.00,0.00,0.00%,0.00%
iOS,17/08/2022,KY,0,0,0,106,114,1,38,0.00,0.00,0.00%,0.00%
Android,17/08/2022,NE,0,0,0,1,28,0,4,0.00,0.00,0.00%,0.00%
Android,17/08/2022,SD,0,0,0,10,44,1,12,0.00,0.00,0.00%,0.00%
Android,17/08/2022,MZ,0,0,0,28,49,7,14,0.00,0.00,0.00%,0.00%
iOS,17/08/2022,SG,6,4,464,4012,3553,86,974,0.48,77.33,0.62%,66.67%
Android,17/08/2022,BS,0,0,0,224,557,32,158,0.00,0.00,0.00%,0.00%
iOS,17/08/2022,DO,0,0,0,868,1237,46,299,0.00,0.00,0.00%,0.00%
Android,17/08/2022,HK,2,2,38,5370,4133,131,1290,0.03,19.00,0.16%,100.00%
iOS,17/08/2022,ZW,0,0,0,38,151,5,23,0.00,0.00,0.00%,0.00%
Android,17/08/2022,PY,0,0,0,728,1578,95,442,0.00,0.00,0.00%,0.00%
iOS,17/08/2022,QA,2,2,138,817,1100,56,331,0.42,69.00,0.60%,100.00%
iOS,17/08/2022,ID,7,3,110,4075,4409,132,1078,0.10,15.71,0.65%,42.86%
Android,17/08/2022,MA,0,0,0,1292,5182,467,1319,0.00,0.00,0.00%,0.00%
iOS,17/08/2022,EG,1,0,6,3366,6167,227,1324,0.00,6.00,0.08%,0.00%
iOS,17/08/2022,MR,0,0,0,7,44,1,6,0.00,0.00,0.00%,0.00%
Android,17/08/2022,GH,0,0,0,30,110,11,23,0.00,0.00,0.00%,0.00%
iOS,17/08/2022,RO,1,0,60,2690,3494,110,965,0.06,60.00,0.10%,0.00%
iOS,17/08/2022,KH,2,2,266,821,1453,66,347,0.77,133.00,0.58%,100.00%
Android,17/08/2022,KN,0,0,0,2,20,0,5,0.00,0.00,0.00%,0.00%
iOS,17/08/2022,PT,0,0,0,2174,2713,47,701,0.00,0.00,0.00%,0.00%
iOS,17/08/2022,AW,0,0,0,64,96,0,38,0.00,0.00,0.00%,0.00%
iOS,17/08/2022,MO,0,0,0,1430,1052,25,329,0.00,0.00,0.00%,0.00%
iOS,17/08/2022,MW,0,0,0,10,2,1,1,0.00,0.00,0.00%,0.00%
iOS,17/08/2022,VG,0,0,0,0,5,1,1,0.00,0.00,0.00%,0.00%
Android,17/08/2022,MV,0,0,0,80,144,4,19,0.00,0.00,0.00%,0.00%
iOS,17/08/2022,AZ,1,1,6,1108,1715,128,396,0.02,6.00,0.25%,100.00%
iOS,17/08/2022,IQ,2,1,144,1555,3427,0,842,0.17,72.00,0.24%,50.00%
iOS,17/08/2022,CL,1,1,2,3508,3398,208,1003,0.00,2.00,0.10%,100.00%
Android,17/08/2022,BM,0,0,0,22,10,0,5,0.00,0.00,0.00%,0.00%
Android,17/08/2022,MR,0,0,0,0,2,2,1,0.00,0.00,0.00%,0.00%
iOS,17/08/2022,CR,2,2,12,1110,1216,50,305,0.04,6.00,0.66%,100.00%
iOS,17/08/2022,UY,0,0,0,540,500,53,186,0.00,0.00,0.00%,0.00%
Android,17/08/2022,IR,0,0,0,22,876,40,227,0.00,0.00,0.00%,0.00%
Android,17/08/2022,HR,0,0,0,5192,5395,233,1562,0.00,0.00,0.00%,0.00%
iOS,17/08/2022,MH,0,0,0,1,8,0,5,0.00,0.00,0.00%,0.00%
iOS,17/08/2022,PL,3,1,704,3780,4190,89,1040,0.68,234.67,0.29%,33.33%
iOS,17/08/2022,BY,0,0,0,2659,2244,223,578,0.00,0.00,0.00%,0.00%
Android,17/08/2022,TC,0,0,0,22,29,1,6,0.00,0.00,0.00%,0.00%
Android,17/08/2022,-,0,0,0,77,199,0,58,0.00,0.00,0.00%,0.00%
iOS,17/08/2022,SL,0,0,0,2,6,7,2,0.00,0.00,0.00%,0.00%
Android,17/08/2022,SA,0,0,0,2209,3208,491,937,0.00,0.00,0.00%,0.00%
iOS,17/08/2022,GP,0,0,0,217,222,0,50,0.00,0.00,0.00%,0.00%
iOS,17/08/2022,PK,1,1,12,872,1504,127,432,0.03,12.00,0.23%,100.00%
Android,17/08/2022,PW,0,0,0,1,13,1,5,0.00,0.00,0.00%,0.00%
iOS,17/08/2022,NE,0,0,0,0,17,0,2,0.00,0.00,0.00%,0.00%
iOS,17/08/2022,FO,0,0,0,83,68,0,24,0.00,0.00,0.00%,0.00%
iOS,17/08/2022,CW,0,0,0,16,89,0,29,0.00,0.00,0.00%,0.00%
iOS,17/08/2022,MN,0,0,0,641,1444,226,401,0.00,0.00,0.00%,0.00%
iOS,17/08/2022,DM,0,0,0,38,7,0,1,0.00,0.00,0.00%,0.00%
iOS,17/08/2022,AI,0,0,0,1,7,2,5,0.00,0.00,0.00%,0.00%
Android,17/08/2022,BT,0,0,0,0,1,0,1,0.00,0.00,0.00%,0.00%
Android,17/08/2022,YE,0,0,0,5,176,11,25,0.00,0.00,0.00%,0.00%
Android,17/08/2022,IE,0,0,0,2400,2974,172,935,0.00,0.00,0.00%,0.00%
iOS,17/08/2022,MK,0,0,0,258,482,48,109,0.00,0.00,0.00%,0.00%
iOS,17/08/2022,CZ,1,1,8,2161,2656,64,625,0.01,8.00,0.16%,100.00%
Android,17/08/2022,ME,0,0,0,114,380,0,109,0.00,0.00,0.00%,0.00%
iOS,17/08/2022,KW,2,2,11,2010,2986,112,905,0.01,5.50,0.22%,100.00%
iOS,17/08/2022,JM,0,0,0,320,307,31,112,0.00,0.00,0.00%,0.00%
Android,17/08/2022,SX,0,0,0,0,8,0,4,0.00,0.00,0.00%,0.00%
Android,17/08/2022,NZ,6,3,44,2927,3262,192,1022,0.04,7.33,0.59%,50.00%
Android,17/08/2022,SK,4,3,38,4518,4595,289,1280,0.03,9.50,0.31%,75.00%
Android,17/08/2022,SV,0,0,0,512,1669,104,473,0.00,0.00,0.00%,0.00%
iOS,17/08/2022,CY,0,0,0,412,626,8,158,0.00,0.00,0.00%,0.00%
iOS,17/08/2022,FI,0,0,0,686,709,19,212,0.00,0.00,0.00%,0.00%
Android,17/08/2022,VC,0,0,0,6,23,0,11,0.00,0.00,0.00%,0.00%
iOS,17/08/2022,MC,0,0,0,28,19,0,10,0.00,0.00,0.00%,0.00%
iOS,17/08/2022,WF,0,0,0,2,16,0,2,0.00,0.00,0.00%,0.00%
iOS,17/08/2022,JE,0,0,0,77,58,0,20,0.00,0.00,0.00%,0.00%
iOS,17/08/2022,CO,1,0,6,1878,2105,92,568,0.01,6.00,0.18%,0.00%
iOS,17/08/2022,LR,0,0,0,0,14,0,2,0.00,0.00,0.00%,0.00%
iOS,17/08/2022,TL,0,0,0,0,5,0,2,0.00,0.00,0.00%,0.00%
iOS,17/08/2022,MF,0,0,0,1,13,0,8,0.00,0.00,0.00%,0.00%
Android,17/08/2022,SZ,0,0,0,1,2,0,2,0.00,0.00,0.00%,0.00%
iOS,17/08/2022,TN,0,0,0,398,812,20,169,0.00,0.00,0.00%,0.00%
iOS,17/08/2022,ET,0,0,0,5,17,0,5,0.00,0.00,0.00%,0.00%
Android,17/08/2022,NG,0,0,0,137,496,48,116,0.00,0.00,0.00%,0.00%
iOS,17/08/2022,PW,0,0,0,43,14,0,5,0.00,0.00,0.00%,0.00%
iOS,17/08/2022,SM,0,0,0,0,1,0,1,0.00,0.00,0.00%,0.00%
iOS,17/08/2022,SC,0,0,0,137,77,5,16,0.00,0.00,0.00%,0.00%
Android,17/08/2022,LK,0,0,0,257,918,50,181,0.00,0.00,0.00%,0.00%
Android,17/08/2022,GL,0,0,0,0,1,0,1,0.00,0.00,0.00%,0.00%
Android,17/08/2022,UZ,0,0,0,403,1358,88,271,0.00,0.00,0.00%,0.00%
iOS,17/08/2022,NA,1,1,6,142,118,6,26,0.23,6.00,3.85%,100.00%
Android,17/08/2022,IQ,0,0,0,193,750,70,190,0.00,0.00,0.00%,0.00%
Android,17/08/2022,MH,0,0,0,0,1,0,1,0.00,0.00,0.00%,0.00%
Android,17/08/2022,SO,0,0,0,0,11,0,1,0.00,0.00,0.00%,0.00%
iOS,17/08/2022,TT,0,0,0,301,611,10,142,0.00,0.00,0.00%,0.00%
Android,17/08/2022,SY,0,0,0,0,577,54,108,0.00,0.00,0.00%,0.00%
Android,17/08/2022,KW,0,0,0,409,553,56,192,0.00,0.00,0.00%,0.00%
Android,17/08/2022,JO,0,0,0,571,1336,161,397,0.00,0.00,0.00%,0.00%
iOS,17/08/2022,SN,0,0,0,61,118,16,20,0.00,0.00,0.00%,0.00%
iOS,17/08/2022,MD,0,0,0,505,709,90,179,0.00,0.00,0.00%,0.00%
Android,17/08/2022,AW,0,0,0,82,134,17,50,0.00,0.00,0.00%,0.00%
