Platform,Date,Country,Spenders,Conversions (1st spends),IAP revenue,Ad views,Sessions,Downloads,DAU,ARPDAU ,ARPPU,Daily Conversion Rate,1st Spends Conversion Rate
iOS,26/06/2022,LB,1,1,6,602,996,14,217,0.03,6.00,0.46%,100.00%
Android,26/06/2022,LK,0,0,0,122,718,44,119,0.00,0.00,0.00%,0.00%
iOS,26/06/2022,CH,9,8,156,3936,3089,332,1106,0.14,17.33,0.81%,88.89%
iOS,26/06/2022,PT,0,0,0,991,1244,136,409,0.00,0.00,0.00%,0.00%
iOS,26/06/2022,PA,1,0,6,210,250,2,79,0.08,6.00,1.27%,0.00%
iOS,26/06/2022,PL,2,2,12,3546,3818,611,1030,0.01,6.00,0.19%,100.00%
Android,26/06/2022,LV,0,0,0,854,853,120,361,0.00,0.00,0.00%,0.00%
Android,26/06/2022,SV,0,0,0,746,1319,142,457,0.00,0.00,0.00%,0.00%
Android,26/06/2022,UA,2,2,12,10741,16720,2020,5820,0.00,6.00,0.03%,100.00%
Android,26/06/2022,TW,1,1,6,11363,6421,362,2188,0.00,6.00,0.05%,100.00%
iOS,26/06/2022,FI,0,0,0,1292,1045,86,288,0.00,0.00,0.00%,0.00%
iOS,26/06/2022,TW,20,17,1068,20892,9966,612,2765,0.39,53.40,0.72%,85.00%
Android,26/06/2022,BD,0,0,0,1014,3047,415,911,0.00,0.00,0.00%,0.00%
iOS,26/06/2022,BD,0,0,0,160,277,0,66,0.00,0.00,0.00%,0.00%
Android,26/06/2022,CH,5,5,42,2567,1846,173,678,0.06,8.40,0.74%,100.00%
iOS,26/06/2022,NL,7,6,66,5646,5924,599,1892,0.03,9.43,0.37%,85.71%
iOS,26/06/2022,TR,7,6,60,7362,9349,354,2438,0.02,8.57,0.29%,85.71%
Android,26/06/2022,NL,5,4,66,5624,5059,409,1789,0.04,13.20,0.28%,80.00%
Android,26/06/2022,GN,0,0,0,5,4,0,4,0.00,0.00,0.00%,0.00%
Android,26/06/2022,GU,0,0,0,79,256,1,52,0.00,0.00,0.00%,0.00%
iOS,26/06/2022,GU,1,1,6,101,222,0,58,0.10,6.00,1.72%,100.00%
Android,26/06/2022,SY,0,0,0,0,408,80,94,0.00,0.00,0.00%,0.00%
Android,26/06/2022,BE,8,6,192,4564,3877,401,1441,0.13,24.00,0.56%,75.00%
iOS,26/06/2022,AM,0,0,0,360,391,11,92,0.00,0.00,0.00%,0.00%
iOS,26/06/2022,BH,1,0,12,76,268,10,90,0.13,12.00,1.11%,0.00%
Android,26/06/2022,AE,0,0,0,1457,1900,192,606,0.00,0.00,0.00%,0.00%
Android,26/06/2022,LU,0,0,0,347,180,12,59,0.00,0.00,0.00%,0.00%
iOS,26/06/2022,GT,0,0,0,158,445,8,48,0.00,0.00,0.00%,0.00%
iOS,26/06/2022,BY,0,0,0,388,538,17,126,0.00,0.00,0.00%,0.00%
iOS,26/06/2022,ME,0,0,0,146,145,0,38,0.00,0.00,0.00%,0.00%
iOS,26/06/2022,CR,0,0,0,202,271,11,96,0.00,0.00,0.00%,0.00%
Android,26/06/2022,SI,0,0,0,1261,1108,95,392,0.00,0.00,0.00%,0.00%
Android,26/06/2022,BO,0,0,0,1091,2729,245,708,0.00,0.00,0.00%,0.00%
Android,26/06/2022,KE,0,0,0,113,469,52,137,0.00,0.00,0.00%,0.00%
iOS,26/06/2022,MT,0,0,0,226,241,10,56,0.00,0.00,0.00%,0.00%
iOS,26/06/2022,OM,0,0,0,122,253,16,61,0.00,0.00,0.00%,0.00%
iOS,26/06/2022,PR,0,0,0,281,458,0,146,0.00,0.00,0.00%,0.00%
iOS,26/06/2022,AT,6,4,90,2634,1816,180,596,0.15,15.00,1.01%,66.67%
iOS,26/06/2022,KH,0,0,0,610,1220,157,324,0.00,0.00,0.00%,0.00%
Android,26/06/2022,BG,1,1,6,2036,2750,294,1007,0.01,6.00,0.10%,100.00%
iOS,26/06/2022,PY,0,0,0,50,118,1,26,0.00,0.00,0.00%,0.00%
iOS,26/06/2022,QA,1,1,12,612,818,11,181,0.07,12.00,0.55%,100.00%
iOS,26/06/2022,BN,0,0,0,176,301,5,56,0.00,0.00,0.00%,0.00%
Android,26/06/2022,TH,3,2,36,27305,34322,3026,12008,0.00,12.00,0.02%,66.67%
Android,26/06/2022,CN,0,0,0,94,1318,20,2414,0.00,0.00,0.00%,0.00%
Android,26/06/2022,VN,2,2,186,31607,42618,6389,17276,0.01,93.00,0.01%,100.00%
iOS,26/06/2022,AU,22,12,246,12014,14671,506,4655,0.05,11.18,0.47%,54.55%
iOS,26/06/2022,IL,2,1,18,701,958,25,254,0.07,9.00,0.79%,50.00%
Android,26/06/2022,VI,0,0,0,46,24,0,8,0.00,0.00,0.00%,0.00%
iOS,26/06/2022,IQ,0,0,0,748,1483,0,368,0.00,0.00,0.00%,0.00%
iOS,26/06/2022,KZ,0,0,0,1067,1456,55,373,0.00,0.00,0.00%,0.00%
Android,26/06/2022,ES,6,6,36,20854,22523,2284,8443,0.00,6.00,0.07%,100.00%
iOS,26/06/2022,SV,0,0,0,76,158,4,36,0.00,0.00,0.00%,0.00%
Android,26/06/2022,AG,0,0,0,18,77,10,25,0.00,0.00,0.00%,0.00%
Android,26/06/2022,IR,0,0,0,17,721,53,166,0.00,0.00,0.00%,0.00%
iOS,26/06/2022,HR,0,0,0,614,592,68,166,0.00,0.00,0.00%,0.00%
iOS,26/06/2022,UY,0,0,0,121,157,7,47,0.00,0.00,0.00%,0.00%
iOS,26/06/2022,MA,0,0,0,362,642,0,158,0.00,0.00,0.00%,0.00%
Android,26/06/2022,BR,24,18,354,77977,122734,14764,40710,0.01,14.75,0.06%,75.00%
Android,26/06/2022,KZ,0,0,0,2509,5509,752,2113,0.00,0.00,0.00%,0.00%
iOS,26/06/2022,IT,16,13,126,13156,14232,1169,4336,0.03,7.88,0.37%,81.25%
iOS,26/06/2022,SI,0,0,0,265,424,49,94,0.00,0.00,0.00%,0.00%
iOS,26/06/2022,GB,45,34,474,25348,32846,2484,9846,0.05,10.53,0.46%,75.56%
Android,26/06/2022,RO,2,2,18,4411,5681,730,2165,0.01,9.00,0.09%,100.00%
Android,26/06/2022,GY,0,0,0,47,83,2,26,0.00,0.00,0.00%,0.00%
Android,26/06/2022,UZ,0,0,0,205,552,67,137,0.00,0.00,0.00%,0.00%
Android,26/06/2022,BZ,0,0,0,82,277,22,65,0.00,0.00,0.00%,0.00%
Android,26/06/2022,MN,0,0,0,28,142,5,22,0.00,0.00,0.00%,0.00%
iOS,26/06/2022,SN,0,0,0,13,48,0,11,0.00,0.00,0.00%,0.00%
Android,26/06/2022,MX,16,12,264,30470,62503,6586,19559,0.01,16.50,0.08%,75.00%
Android,26/06/2022,MU,0,0,0,346,797,70,286,0.00,0.00,0.00%,0.00%
iOS,26/06/2022,TH,10,9,78,19164,14952,2022,4309,0.02,7.80,0.23%,90.00%
iOS,26/06/2022,SY,0,0,0,0,205,0,52,0.00,0.00,0.00%,0.00%
Android,26/06/2022,BN,0,0,0,4,43,1,19,0.00,0.00,0.00%,0.00%
Android,26/06/2022,AO,0,0,0,7,70,11,23,0.00,0.00,0.00%,0.00%
iOS,26/06/2022,PS,0,0,0,55,114,0,25,0.00,0.00,0.00%,0.00%
iOS,26/06/2022,JM,0,0,0,102,176,5,37,0.00,0.00,0.00%,0.00%
iOS,26/06/2022,CN,66,56,1578,159402,123853,4471,39462,0.04,23.91,0.17%,84.85%
Android,26/06/2022,GB,25,20,210,19709,16870,1218,5827,0.04,8.40,0.43%,80.00%
Android,26/06/2022,PT,3,3,30,3366,3895,509,1478,0.02,10.00,0.20%,100.00%
iOS,26/06/2022,RU,7,6,42,20905,18042,696,4492,0.01,6.00,0.16%,85.71%
Android,26/06/2022,AM,0,0,0,449,646,80,257,0.00,0.00,0.00%,0.00%
iOS,26/06/2022,EG,1,0,240,989,1961,58,421,0.57,240.00,0.24%,0.00%
iOS,26/06/2022,MY,6,4,66,6350,6695,634,1852,0.04,11.00,0.32%,66.67%
iOS,26/06/2022,FO,0,0,0,46,34,0,11,0.00,0.00,0.00%,0.00%
Android,26/06/2022,GD,0,0,0,8,34,0,8,0.00,0.00,0.00%,0.00%
iOS,26/06/2022,AF,0,0,0,16,38,0,14,0.00,0.00,0.00%,0.00%
Android,26/06/2022,PA,0,0,0,734,1727,208,574,0.00,0.00,0.00%,0.00%
Android,26/06/2022,WF,0,0,0,1,10,0,1,0.00,0.00,0.00%,0.00%
iOS,26/06/2022,SA,0,0,0,2311,3562,182,1068,0.00,0.00,0.00%,0.00%
Android,26/06/2022,NI,0,0,0,413,1326,132,338,0.00,0.00,0.00%,0.00%
Android,26/06/2022,DK,2,2,36,1378,1427,67,455,0.08,18.00,0.44%,100.00%
iOS,26/06/2022,TM,0,0,0,0,144,0,25,0.00,0.00,0.00%,0.00%
Android,26/06/2022,ZM,0,0,0,12,25,5,11,0.00,0.00,0.00%,0.00%
Android,26/06/2022,GP,0,0,0,184,91,6,29,0.00,0.00,0.00%,0.00%
iOS,26/06/2022,GP,0,0,0,40,100,0,23,0.00,0.00,0.00%,0.00%
Android,26/06/2022,MH,0,0,0,2,16,0,6,0.00,0.00,0.00%,0.00%
iOS,26/06/2022,DZ,0,0,0,140,389,10,89,0.00,0.00,0.00%,0.00%
iOS,26/06/2022,KR,102,97,1932,93870,43661,5150,11478,0.17,18.94,0.89%,95.10%
Android,26/06/2022,US,123,80,2118,124226,131740,9119,42616,0.05,17.22,0.29%,65.04%
Android,26/06/2022,KG,0,0,0,446,954,124,311,0.00,0.00,0.00%,0.00%
Android,26/06/2022,JO,0,0,0,446,1021,229,365,0.00,0.00,0.00%,0.00%
Android,26/06/2022,CO,0,0,0,11941,22572,2786,7211,0.00,0.00,0.00%,0.00%
Android,26/06/2022,GR,1,1,12,4178,5150,446,1722,0.01,12.00,0.06%,100.00%
iOS,26/06/2022,NG,0,0,0,58,178,0,24,0.00,0.00,0.00%,0.00%
iOS,26/06/2022,BB,0,0,0,82,71,1,17,0.00,0.00,0.00%,0.00%
Android,26/06/2022,BJ,0,0,0,7,31,4,8,0.00,0.00,0.00%,0.00%
Android,26/06/2022,CY,0,0,0,533,829,58,235,0.00,0.00,0.00%,0.00%
Android,26/06/2022,AD,0,0,0,4,11,0,5,0.00,0.00,0.00%,0.00%
Android,26/06/2022,GE,0,0,0,125,197,13,76,0.00,0.00,0.00%,0.00%
iOS,26/06/2022,MN,0,0,0,172,421,14,100,0.00,0.00,0.00%,0.00%
iOS,26/06/2022,AZ,0,0,0,198,294,26,97,0.00,0.00,0.00%,0.00%
iOS,26/06/2022,LA,0,0,0,187,344,25,113,0.00,0.00,0.00%,0.00%
iOS,26/06/2022,GL,0,0,0,14,19,0,8,0.00,0.00,0.00%,0.00%
Android,26/06/2022,LB,0,0,0,452,1340,221,433,0.00,0.00,0.00%,0.00%
Android,26/06/2022,AZ,0,0,0,491,1430,160,406,0.00,0.00,0.00%,0.00%
Android,26/06/2022,SN,0,0,0,44,170,29,46,0.00,0.00,0.00%,0.00%
iOS,26/06/2022,SM,0,0,0,42,28,0,5,0.00,0.00,0.00%,0.00%
Android,26/06/2022,BB,0,0,0,54,106,0,25,0.00,0.00,0.00%,0.00%
iOS,26/06/2022,MQ,1,0,6,47,79,0,20,0.30,6.00,5.00%,0.00%
iOS,26/06/2022,LC,0,0,0,8,18,0,6,0.00,0.00,0.00%,0.00%
iOS,26/06/2022,IR,0,0,0,18,1787,0,428,0.00,0.00,0.00%,0.00%
iOS,26/06/2022,NI,0,0,0,52,59,1,18,0.00,0.00,0.00%,0.00%
iOS,26/06/2022,AX,0,0,0,0,4,0,2,0.00,0.00,0.00%,0.00%
iOS,26/06/2022,AW,0,0,0,50,73,0,24,0.00,0.00,0.00%,0.00%
Android,26/06/2022,GF,0,0,0,16,14,0,5,0.00,0.00,0.00%,0.00%
Android,26/06/2022,IE,0,0,0,1087,1340,83,454,0.00,0.00,0.00%,0.00%
iOS,26/06/2022,MS,0,0,0,4,4,0,1,0.00,0.00,0.00%,0.00%
Android,26/06/2022,VC,0,0,0,1,10,0,6,0.00,0.00,0.00%,0.00%
Android,26/06/2022,NZ,2,1,30,2191,2132,102,661,0.05,15.00,0.30%,50.00%
Android,26/06/2022,CR,0,0,0,2143,3206,313,1040,0.00,0.00,0.00%,0.00%
Android,26/06/2022,RS,0,0,0,1468,2687,263,968,0.00,0.00,0.00%,0.00%
iOS,26/06/2022,WS,0,0,0,0,12,0,5,0.00,0.00,0.00%,0.00%
Android,26/06/2022,HK,1,1,6,5208,3181,144,1076,0.01,6.00,0.09%,100.00%
iOS,26/06/2022,BM,1,0,60,60,78,1,23,2.61,60.00,4.35%,0.00%
Android,26/06/2022,CM,0,0,0,34,53,5,13,0.00,0.00,0.00%,0.00%
Android,26/06/2022,OM,0,0,0,188,353,145,148,0.00,0.00,0.00%,0.00%
iOS,26/06/2022,NP,0,0,0,145,204,1,41,0.00,0.00,0.00%,0.00%
iOS,26/06/2022,TT,0,0,0,77,205,7,53,0.00,0.00,0.00%,0.00%
iOS,26/06/2022,BW,0,0,0,20,41,0,6,0.00,0.00,0.00%,0.00%
iOS,26/06/2022,PH,7,5,198,6832,11658,774,2118,0.09,28.29,0.33%,71.43%
Android,26/06/2022,YE,0,0,0,17,176,25,17,0.00,0.00,0.00%,0.00%
iOS,26/06/2022,VU,0,0,0,0,2,0,1,0.00,0.00,0.00%,0.00%
Android,26/06/2022,PS,0,0,0,24,37,1,16,0.00,0.00,0.00%,0.00%
Android,26/06/2022,NP,0,0,0,257,883,197,338,0.00,0.00,0.00%,0.00%
iOS,26/06/2022,ZW,0,0,0,10,49,4,12,0.00,0.00,0.00%,0.00%
Android,26/06/2022,GA,0,0,0,17,42,7,19,0.00,0.00,0.00%,0.00%
iOS,26/06/2022,ZA,3,1,84,1246,2296,73,572,0.15,28.00,0.52%,33.33%
iOS,26/06/2022,EC,1,1,12,726,858,37,206,0.06,12.00,0.49%,100.00%
iOS,26/06/2022,IE,1,1,6,1078,1134,103,379,0.02,6.00,0.26%,100.00%
Android,26/06/2022,TT,0,0,0,342,864,70,318,0.00,0.00,0.00%,0.00%
iOS,26/06/2022,VG,0,0,0,2,23,0,2,0.00,0.00,0.00%,0.00%
iOS,26/06/2022,LK,0,0,0,121,289,29,53,0.00,0.00,0.00%,0.00%
Android,26/06/2022,AT,3,3,18,3470,3187,310,1127,0.02,6.00,0.27%,100.00%
Android,26/06/2022,NC,0,0,0,20,17,1,10,0.00,0.00,0.00%,0.00%
iOS,26/06/2022,BE,1,1,60,2836,3070,328,1064,0.06,60.00,0.09%,100.00%
iOS,26/06/2022,CZ,5,4,36,2416,2478,340,662,0.05,7.20,0.76%,80.00%
iOS,26/06/2022,ES,8,6,138,9595,9149,760,2704,0.05,17.25,0.30%,75.00%
iOS,26/06/2022,MF,1,1,12,43,31,0,7,1.71,12.00,14.29%,100.00%
iOS,26/06/2022,BT,0,0,0,16,6,0,2,0.00,0.00,0.00%,0.00%
iOS,26/06/2022,SX,0,0,0,16,20,0,5,0.00,0.00,0.00%,0.00%
Android,26/06/2022,ME,0,0,0,52,77,7,32,0.00,0.00,0.00%,0.00%
Android,26/06/2022,EG,1,1,6,2329,6929,1478,2008,0.00,6.00,0.05%,100.00%
iOS,26/06/2022,GG,0,0,0,90,82,0,11,0.00,0.00,0.00%,0.00%
iOS,26/06/2022,HK,11,9,246,9052,5983,379,1668,0.15,22.36,0.66%,81.82%
Android,26/06/2022,AL,0,0,0,293,533,86,210,0.00,0.00,0.00%,0.00%
Android,26/06/2022,SE,4,3,66,2891,3484,208,1104,0.06,16.50,0.36%,75.00%
iOS,26/06/2022,CL,2,1,48,1391,1181,53,376,0.13,24.00,0.53%,50.00%
iOS,26/06/2022,KG,0,0,0,31,162,5,47,0.00,0.00,0.00%,0.00%
iOS,26/06/2022,LI,0,0,0,18,24,0,6,0.00,0.00,0.00%,0.00%
Android,26/06/2022,MT,0,0,0,197,383,18,113,0.00,0.00,0.00%,0.00%
iOS,26/06/2022,RE,0,0,0,104,155,0,56,0.00,0.00,0.00%,0.00%
Android,26/06/2022,LY,0,0,0,20,6,6,5,0.00,0.00,0.00%,0.00%
Android,26/06/2022,NA,0,0,0,49,118,18,34,0.00,0.00,0.00%,0.00%
iOS,26/06/2022,AL,1,0,120,166,278,22,78,1.54,120.00,1.28%,0.00%
Android,26/06/2022,PK,0,0,0,841,4490,653,1314,0.00,0.00,0.00%,0.00%
iOS,26/06/2022,SL,0,0,0,0,4,1,1,0.00,0.00,0.00%,0.00%
Android,26/06/2022,TJ,0,0,0,14,149,11,28,0.00,0.00,0.00%,0.00%
Android,26/06/2022,HN,0,0,0,544,1620,186,496,0.00,0.00,0.00%,0.00%
Android,26/06/2022,AX,0,0,0,16,7,0,2,0.00,0.00,0.00%,0.00%
iOS,26/06/2022,AI,0,0,0,1,6,0,2,0.00,0.00,0.00%,0.00%
iOS,26/06/2022,GA,0,0,0,12,28,0,5,0.00,0.00,0.00%,0.00%
Android,26/06/2022,QA,0,0,0,326,360,55,124,0.00,0.00,0.00%,0.00%
iOS,26/06/2022,NA,0,0,0,13,36,1,11,0.00,0.00,0.00%,0.00%
Android,26/06/2022,SA,0,0,0,2084,3533,942,1166,0.00,0.00,0.00%,0.00%
iOS,26/06/2022,KW,0,0,0,1014,1327,28,421,0.00,0.00,0.00%,0.00%
Android,26/06/2022,HR,0,0,0,2316,2407,214,839,0.00,0.00,0.00%,0.00%
Android,26/06/2022,CW,0,0,0,0,12,0,7,0.00,0.00,0.00%,0.00%
iOS,26/06/2022,RO,1,1,6,1369,1616,222,451,0.01,6.00,0.22%,100.00%
iOS,26/06/2022,CO,1,0,24,1769,1744,49,400,0.06,24.00,0.25%,0.00%
iOS,26/06/2022,PM,0,0,0,10,10,0,2,0.00,0.00,0.00%,0.00%
Android,26/06/2022,EE,0,0,0,811,799,59,227,0.00,0.00,0.00%,0.00%
Android,26/06/2022,AF,0,0,0,7,35,1,7,0.00,0.00,0.00%,0.00%
iOS,26/06/2022,TN,0,0,0,317,498,4,74,0.00,0.00,0.00%,0.00%
iOS,26/06/2022,AR,0,0,0,1159,1092,37,356,0.00,0.00,0.00%,0.00%
iOS,26/06/2022,GE,0,0,0,343,596,0,140,0.00,0.00,0.00%,0.00%
Android,26/06/2022,KH,0,0,0,264,1205,164,380,0.00,0.00,0.00%,0.00%
Android,26/06/2022,SG,0,0,0,2963,2383,103,846,0.00,0.00,0.00%,0.00%
iOS,26/06/2022,GF,0,0,0,2,2,0,2,0.00,0.00,0.00%,0.00%
iOS,26/06/2022,CD,0,0,0,6,8,0,2,0.00,0.00,0.00%,0.00%
iOS,26/06/2022,NO,4,3,30,3808,4392,250,1164,0.03,7.50,0.34%,75.00%
Android,26/06/2022,DO,0,0,0,1486,4033,438,1183,0.00,0.00,0.00%,0.00%
iOS,26/06/2022,CG,0,0,0,0,10,0,2,0.00,0.00,0.00%,0.00%
iOS,26/06/2022,CV,0,0,0,2,13,0,2,0.00,0.00,0.00%,0.00%
iOS,26/06/2022,TC,0,0,0,5,14,0,5,0.00,0.00,0.00%,0.00%
iOS,26/06/2022,BQ,0,0,0,1,2,0,1,0.00,0.00,0.00%,0.00%
iOS,26/06/2022,PK,1,1,126,304,593,29,174,0.72,126.00,0.57%,100.00%
iOS,26/06/2022,HU,1,1,6,2467,1937,260,575,0.01,6.00,0.17%,100.00%
iOS,26/06/2022,LU,1,0,138,274,208,23,84,1.64,138.00,1.19%,0.00%
Android,26/06/2022,VE,0,0,0,740,3008,181,715,0.00,0.00,0.00%,0.00%
Android,26/06/2022,DM,0,0,0,7,11,1,1,0.00,0.00,0.00%,0.00%
iOS,26/06/2022,MC,0,0,0,0,4,0,4,0.00,0.00,0.00%,0.00%
iOS,26/06/2022,ST,0,0,0,2,8,0,2,0.00,0.00,0.00%,0.00%
iOS,26/06/2022,YE,0,0,0,1,2,2,2,0.00,0.00,0.00%,0.00%
iOS,26/06/2022,GR,0,0,0,1314,1468,125,446,0.00,0.00,0.00%,0.00%
Android,26/06/2022,CZ,1,1,6,6257,6586,637,2156,0.00,6.00,0.05%,100.00%
Android,26/06/2022,JM,0,0,0,233,620,90,245,0.00,0.00,0.00%,0.00%
iOS,26/06/2022,DO,1,1,6,400,682,20,170,0.04,6.00,0.59%,100.00%
iOS,26/06/2022,UG,0,0,0,19,29,4,8,0.00,0.00,0.00%,0.00%
Android,26/06/2022,GL,0,0,0,0,4,0,2,0.00,0.00,0.00%,0.00%
iOS,26/06/2022,MZ,0,0,0,29,11,1,4,0.00,0.00,0.00%,0.00%
Android,26/06/2022,AW,0,0,0,72,155,12,42,0.00,0.00,0.00%,0.00%
Android,26/06/2022,SM,0,0,0,0,2,0,1,0.00,0.00,0.00%,0.00%
iOS,26/06/2022,VC,0,0,0,17,28,0,10,0.00,0.00,0.00%,0.00%
Android,26/06/2022,BM,0,0,0,42,14,0,1,0.00,0.00,0.00%,0.00%
Android,26/06/2022,CI,0,0,0,54,156,23,60,0.00,0.00,0.00%,0.00%
iOS,26/06/2022,MV,0,0,0,113,182,0,47,0.00,0.00,0.00%,0.00%
iOS,26/06/2022,MO,0,0,0,407,493,25,149,0.00,0.00,0.00%,0.00%
iOS,26/06/2022,BG,0,0,0,726,937,67,223,0.00,0.00,0.00%,0.00%
iOS,26/06/2022,RS,0,0,0,394,586,0,160,0.00,0.00,0.00%,0.00%
iOS,26/06/2022,PE,0,0,0,672,798,23,191,0.00,0.00,0.00%,0.00%
Android,26/06/2022,IM,0,0,0,0,2,0,1,0.00,0.00,0.00%,0.00%
iOS,26/06/2022,RW,0,0,0,0,73,0,1,0.00,0.00,0.00%,0.00%
Android,26/06/2022,MK,0,0,0,174,415,44,163,0.00,0.00,0.00%,0.00%
Android,26/06/2022,BS,0,0,0,157,517,25,118,0.00,0.00,0.00%,0.00%
iOS,26/06/2022,VA,0,0,0,0,1,0,1,0.00,0.00,0.00%,0.00%
iOS,26/06/2022,LV,0,0,0,498,497,80,138,0.00,0.00,0.00%,0.00%
iOS,26/06/2022,HN,0,0,0,103,176,5,42,0.00,0.00,0.00%,0.00%
iOS,26/06/2022,TZ,0,0,0,18,13,1,5,0.00,0.00,0.00%,0.00%
Android,26/06/2022,GG,0,0,0,32,8,0,2,0.00,0.00,0.00%,0.00%
iOS,26/06/2022,SD,0,0,0,0,22,0,7,0.00,0.00,0.00%,0.00%
Android,26/06/2022,BH,0,0,0,120,275,58,102,0.00,0.00,0.00%,0.00%
iOS,26/06/2022,SK,0,0,0,1408,1211,107,251,0.00,0.00,0.00%,0.00%
Android,26/06/2022,NG,0,0,0,50,246,49,60,0.00,0.00,0.00%,0.00%
Android,26/06/2022,FI,1,1,24,2695,2342,184,755,0.03,24.00,0.13%,100.00%
iOS,26/06/2022,BO,0,0,0,47,96,4,34,0.00,0.00,0.00%,0.00%
iOS,26/06/2022,BJ,0,0,0,0,0,0,1,0.00,0.00,0.00%,0.00%
iOS,26/06/2022,CY,0,0,0,272,398,14,96,0.00,0.00,0.00%,0.00%
Android,26/06/2022,HT,0,0,0,23,19,4,11,0.00,0.00,0.00%,0.00%
Android,26/06/2022,TZ,0,0,0,14,35,11,18,0.00,0.00,0.00%,0.00%
iOS,26/06/2022,KY,0,0,0,37,110,0,23,0.00,0.00,0.00%,0.00%
Android,26/06/2022,IQ,0,0,0,86,553,94,172,0.00,0.00,0.00%,0.00%
iOS,26/06/2022,MU,0,0,0,74,115,0,35,0.00,0.00,0.00%,0.00%
iOS,26/06/2022,JO,0,0,0,278,647,7,130,0.00,0.00,0.00%,0.00%
Android,26/06/2022,VG,0,0,0,0,16,1,1,0.00,0.00,0.00%,0.00%
iOS,26/06/2022,IM,0,0,0,35,83,0,17,0.00,0.00,0.00%,0.00%
iOS,26/06/2022,EE,0,0,0,238,316,41,89,0.00,0.00,0.00%,0.00%
iOS,26/06/2022,MD,0,0,0,89,119,1,38,0.00,0.00,0.00%,0.00%
iOS,26/06/2022,NC,0,0,0,215,184,0,35,0.00,0.00,0.00%,0.00%
iOS,26/06/2022,MM,0,0,0,274,426,0,83,0.00,0.00,0.00%,0.00%
Android,26/06/2022,ML,0,0,0,10,41,4,8,0.00,0.00,0.00%,0.00%
iOS,26/06/2022,VI,0,0,0,24,34,0,12,0.00,0.00,0.00%,0.00%
iOS,26/06/2022,IS,0,0,0,58,91,4,42,0.00,0.00,0.00%,0.00%
iOS,26/06/2022,MK,0,0,0,68,72,2,26,0.00,0.00,0.00%,0.00%
Android,26/06/2022,IS,0,0,0,192,151,7,49,0.00,0.00,0.00%,0.00%
Android,26/06/2022,TM,0,0,0,0,205,38,55,0.00,0.00,0.00%,0.00%
iOS,26/06/2022,HT,0,0,0,10,28,0,7,0.00,0.00,0.00%,0.00%
iOS,26/06/2022,SO,0,0,0,0,7,0,2,0.00,0.00,0.00%,0.00%
iOS,26/06/2022,UZ,0,0,0,113,178,8,56,0.00,0.00,0.00%,0.00%
iOS,26/06/2022,DJ,0,0,0,18,32,0,6,0.00,0.00,0.00%,0.00%
iOS,26/06/2022,GH,0,0,0,8,40,4,10,0.00,0.00,0.00%,0.00%
iOS,26/06/2022,VE,0,0,0,241,486,11,95,0.00,0.00,0.00%,0.00%
iOS,26/06/2022,GI,0,0,0,12,31,0,13,0.00,0.00,0.00%,0.00%
Android,26/06/2022,MM,0,0,0,91,176,7,41,0.00,0.00,0.00%,0.00%
Android,26/06/2022,LC,0,0,0,5,29,0,11,0.00,0.00,0.00%,0.00%
Android,26/06/2022,ZW,0,0,0,13,18,4,8,0.00,0.00,0.00%,0.00%
Android,26/06/2022,MF,0,0,0,0,12,0,4,0.00,0.00,0.00%,0.00%
Android,26/06/2022,AI,0,0,0,1,4,0,1,0.00,0.00,0.00%,0.00%
Android,26/06/2022,KY,0,0,0,4,16,0,6,0.00,0.00,0.00%,0.00%
Android,26/06/2022,SO,0,0,0,0,2,0,2,0.00,0.00,0.00%,0.00%
iOS,26/06/2022,FJ,0,0,0,12,59,1,14,0.00,0.00,0.00%,0.00%
Android,26/06/2022,FJ,0,0,0,10,70,14,24,0.00,0.00,0.00%,0.00%
Android,26/06/2022,MV,0,0,0,22,85,0,20,0.00,0.00,0.00%,0.00%
iOS,26/06/2022,ET,0,0,0,14,28,0,8,0.00,0.00,0.00%,0.00%
Android,26/06/2022,CV,0,0,0,2,11,5,8,0.00,0.00,0.00%,0.00%
Android,26/06/2022,SD,0,0,0,0,14,6,10,0.00,0.00,0.00%,0.00%
Android,26/06/2022,-,0,0,0,34,79,0,38,0.00,0.00,0.00%,0.00%
iOS,26/06/2022,CW,0,0,0,23,54,0,18,0.00,0.00,0.00%,0.00%
Android,26/06/2022,MQ,0,0,0,24,84,0,30,0.00,0.00,0.00%,0.00%
iOS,26/06/2022,CU,0,0,0,0,124,0,6,0.00,0.00,0.00%,0.00%
iOS,26/06/2022,CI,0,0,0,30,49,0,12,0.00,0.00,0.00%,0.00%
iOS,26/06/2022,GW,0,0,0,0,8,0,1,0.00,0.00,0.00%,0.00%
Android,26/06/2022,FM,1,1,6,1,14,1,2,3.00,6.00,50.00%,100.00%
iOS,26/06/2022,MP,0,0,0,5,4,0,2,0.00,0.00,0.00%,0.00%
Android,26/06/2022,SR,0,0,0,7,31,1,13,0.00,0.00,0.00%,0.00%
iOS,26/06/2022,JE,1,1,6,80,85,0,18,0.33,6.00,5.56%,100.00%
iOS,26/06/2022,LY,0,0,0,10,112,0,25,0.00,0.00,0.00%,0.00%
Android,26/06/2022,BQ,0,0,0,4,40,0,10,0.00,0.00,0.00%,0.00%
Android,26/06/2022,GH,0,0,0,16,46,11,17,0.00,0.00,0.00%,0.00%
